# FEMM Electromagnet B-field Export for LIGGGHTS DEM Lunar Dust Simulation
# Tutorial geometry: Electromagnet with M50 steel core
# Coil Current: 50 A, 500 turns Inner, -500 turns Outer
# Problem Type: Planar 2D magnetostatics
# Units: Length [cm], B-field [Tesla], Field gradient [Tesla/cm]
# The full set of B-field components and gradients (Cols 3-9) is essential for LIGGGHTS DEM.
# ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
X	Y	Bx	By	B_mag	dBx_dx	dBx_dy	dBy_dx	dBy_dy	dBmag_dx	dBmag_dy	A	Energy	Region
-5	-2	-0.2974114602561055	-5.781316140506329	5.788961037454879	0.6851522106302382	0.3199106129978202	0.0526841450088078	-0.6681569575123003	-0.08781468972762918	0.6508389840451958	-0.0154931431124329	13334028.94184799	air
-5	-1.9	-0.2654203989563228	-5.848131836257556	5.854151856796278	0.6561640282963049	0.2455322873429339	0.0606756459697877	-0.6476522409784469	-0.0903629608511896	0.6358540917084248	-0.01577737049936225	13636035.02321938	air
-5	-1.8	-0.2440191704384689	-5.904360826074031	5.909401164248294	0.4032711909965778	0.3702980642362769	-0.00934359281870023	-0.4713347077200503	-0.007316808738047159	0.4556418295091191	-0.01599518557870257	13894633.22055614	air
-5	-1.7	-0.206989364014841	-5.951494296846033	5.955092691319432	0.4032711909965778	0.3702980642362769	-0.009343592818744639	-0.4713347077200503	-0.004679105669958109	0.4581789412054879	-0.01629653663639263	14110330.67960115	air
-5	-1.6	-0.1699595575912132	-5.998627767618034	6.001035022865199	0.4032711909965764	0.3702980642362824	-0.009343592818744639	-0.4713347077199614	-0.002081483915962523	0.4606581631107916	-0.01659788769408268	14328887.17467258	air
-5	-1.5	-0.1343908237986428	-6.047500208880289	6.048993277391572	0.3706008076045292	0.3307790658199986	-0.04822792438323731	-0.5183702695339854	0.03998236133787977	0.5108933834798113	-0.01682371515115146	14558825.6119543	air
-5	-1.4	-0.1167391619034782	-6.069846058883458	6.070968556207895	0.4201254839283491	0.143585849533584	-0.1429068966497304	-0.1605029870257457	0.1348018456942439	0.1577122863735531	-0.01684211422479631	14664798.74799733	air
-5	-1.3	-0.1023805769501199	-6.085896357586035	6.086757450220569	0.4201254839283505	0.1435858495335833	-0.1429068966497304	-0.1605029870257457	0.1358200781154058	0.1580651356445424	-0.01684371809634411	14741176.03036528	air
-5	-1.2	-0.08802199199676157	-6.101946656288611	6.102581492062751	0.4201254839283498	0.143585849533584	-0.1429068966497749	-0.1605029870257901	0.1368322535757647	0.158415246689494	-0.01684532196789191	14817922.37796656	air
-5	-1.1	-0.08763963012068685	-6.11816268902947	6.118790353836287	0.2477906167447981	-0.1030847651072094	-0.1543450456273909	-0.1418088133140039	0.1507800999942297	0.1432707529730496	-0.01690051757780391	14896741.68586872	air
-5	-1	-0.09794810663140777	-6.132343570360869	6.133125752545676	0.2477906167447981	-0.1030847651072094	-0.1543450456273465	-0.1418088133140039	0.1503680608596593	0.1434370266656096	-0.01709449252656094	14966625.07055032	air
-5	-0.8999999999999995	-0.1082565831421288	-6.146524451692269	6.147477720418721	0.2477906167447988	-0.10308476510721	-0.1543450456273465	-0.1418088133139595	0.1499575392328191	0.1436021378348488	-0.01728846747531797	15036753.04620631	air
-5	-0.7999999999999998	-0.1178786108698658	-6.161415175827425	6.162542684299811	0.2954521649238172	-0.07057097610782756	-0.2036308886939064	-0.1754306649600412	0.1979421514099814	0.1767484666348195	-0.01745378780247497	15110541.26177933	air
-5	-0.7000000000000002	-0.1130571179601086	-6.179102386450802	6.180136585397078	0.2610527654819506	0.2138095665137819	-0.2032134594201818	-0.1788815613510852	0.1984038510829257	0.1749402742665635	-0.01749650090883321	15196944.84043004	air
-5	-0.5999999999999996	-0.09167616130873033	-6.196990542585914	6.197668618396079	0.2610527654819499	0.2138095665137826	-0.2032134594201374	-0.1788815613511297	0.1993297232845684	0.1756993106076544	-0.01751755223419984	15283289.61568286	air
-5	-0.5	-0.0702952046573522	-6.214878698721023	6.21527623325095	0.2610527654819506	0.2138095665137819	-0.2032134594202262	-0.1788815613511297	0.2002479368511116	0.176451918923911	-0.01753860355956647	15370252.81248402	air
-5	-0.3999999999999995	-0.0489142480059739	-6.232766854856134	6.232958789423464	0.2610527654819502	0.2138095665137823	-0.2032134594202262	-0.1788815613511297	0.2011585439565506	0.1771981445226099	-0.01755965488493309	15457834.43083354	air
-5	-0.2999999999999998	-0.02753329135459579	-6.250655010991244	6.250715650912524	0.2610527654819502	0.2138095665137823	-0.2032134594201818	-0.1788815613510852	0.2020615969613498	0.1779380328365285	-0.01758070621029972	15546034.4707314	air
-5	-0.1999999999999993	-0.006152334703217483	-6.268543167126355	6.268546186265905	0.2610527654819501	0.2138095665137821	-0.2032134594202262	-0.1788815613510408	0.2029571483920394	0.1786716294074552	-0.01760175753566635	15634852.93217761	air
-5	-0.09999999999999965	0.01522862194816063	-6.286431323261465	6.286449768590323	0.2610527654819499	0.2138095665137818	-0.2032134594201818	-0.1788815613510852	0.2038452509211341	0.179398979869939	-0.01762280886103298	15724289.81517216	air
-5	0	0.02217273349410508	-6.294101271652625	6.29414032636148	-0.02768413662671606	-0.02094416637675959	0.001150695459051221	-0.02099889796176591	-0.001248212834186906	0.02092498643436862	-0.01762312988774354	15762786.11529318	air
-5	0.1000000000000005	0.02623595264968707	-6.290657230812259	6.290711940693358	-0.112199356933603	0.08288980170926327	-0.04411916052182718	0.05707533639403017	0.04365083979793516	-0.05672914100022011	-0.01759489848160972	15745618.97592101	air
-5	0.2000000000000002	0.03452493282061336	-6.284949697172849	6.285044523866109	-0.1121993569336028	0.08288980170926344	-0.04411916052182718	0.05707533639407458	0.04350216267558681	-0.05661914597409336	-0.01754903740843824	15717260.72675351	air
-5	0.3000000000000007	0.04281391299153972	-6.279242163533441	6.27938812142089	-0.1121993569336028	0.08288980170926309	-0.04411916052178277	0.05707533639407458	0.04335314113391933	-0.05650885327740635	-0.01750317633526676	15688983.07614197	air
-5	0.4000000000000004	0.0479194426106177	-6.271846558388947	6.272029617672049	-0.1121993569336035	-0.0367430096183799	-0.04411916052178277	0.1207394609465506	0.04326064941841481	-0.1210166602213576	-0.01747071001185637	15652234.33725755	air
-5	0.5	0.0461695720171434	-6.26060954307084	6.260779782117393	-0.1282089587921736	-0.01562500251317649	-0.03715661787255797	0.1115552834484834	0.03621014179935006	-0.1116674753220443	-0.01741294988917538	15596135.38509695	air
-5	0.6000000000000005	0.04460707176582575	-6.249454014725993	6.24961320987358	-0.1282089587921739	-0.01562500251317614	-0.03715661787251356	0.111555283448439	0.03624057056096384	-0.1116639664222206	-0.01734971058089048	15540551.23457702	air
-5	0.7000000000000002	0.04304457151450813	-6.238298486381146	6.238446989461572	-0.1282089587921739	-0.01562500251317649	-0.03715661787251356	0.1115552834484834	0.03627110620958294	-0.1116604386635507	-0.01728647127260558	15485068.05769822	air
-5	0.8000000000000007	0.04142652498180975	-6.223933650746855	6.224071516770284	-0.2206818595809058	0.07191695974922037	-0.01799378608358104	0.1546960895463023	0.01652456079012883	-0.1542139940150592	-0.01725670097164372	15413784.70948696	air
-5	0.9000000000000004	0.04861822095673173	-6.208464041792227	6.208654402496251	-0.2206818595809058	0.07191695974922037	-0.01799378608358104	0.1546960895463023	0.01626513700372266	-0.1541281850588626	-0.01722252455944255	15337518.95141039	air
-5	1	0.05580991693165372	-6.192994432837598	6.193245901139838	-0.2206818595809054	0.07191695974922072	-0.01799378608358104	0.1546960895463023	0.01600439936859481	-0.1540417346607912	-0.01718834814724139	15261484.787086	air
-5	1.100000000000001	0.06300161290657577	-6.17752482388297	6.177846077146884	-0.2087606077260048	0.1113638334530372	-0.01235540859263473	0.1733532211582567	0.01022582749767994	-0.1722085193759854	-0.01715417173504022	15185682.2165138	air
-5	1.2	0.08611211681595563	-6.152945283778564	6.153547835341445	-0.2992069010750436	0.3254543117826962	-0.08209504238969601	0.3120305072183083	0.07789993303093717	-0.3074455791509191	-0.01709469010912876	15066462.75360007	air
-5	1.300000000000001	0.1186575479942254	-6.121742233056731	6.122892092931772	-0.2992069010750428	0.3254543117826962	-0.08209504238969601	0.3120305072183083	0.07628119584799513	-0.3056648222791084	-0.01697766999076231	14916720.48047352	air
-5	1.4	0.1512029791724949	-6.090539182334896	6.092415766546736	-0.2992069010750442	0.3254543117826997	-0.0820950423896516	0.3120305072183083	0.07464396964094029	-0.3038571955210074	-0.01686064987239586	14768595.88641063	air
-5	1.5	0.1788678771784551	-6.056756358027084	6.059396941774637	-0.3824921957335067	0.1613094610898855	-0.03807173680514531	0.3987949108481104	0.02676432463921436	-0.3938594143751921	-0.01675821223491401	14608948.13019176	air
-5	1.600000000000001	0.2065737893228395	-6.00773847245704	6.011288903710723	-0.47971335525719	0.3187974960440612	-0.1148274962017748	0.5231311538842487	0.09827465798198384	-0.5118669226906387	-0.01653619967040415	14377896.12960512	air
-5	1.7	0.2384535389272453	-5.95542535706862	5.960197251252917	-0.4797133552571914	0.3187974960440598	-0.1148274962017748	0.5231311538842487	0.09554335390784292	-0.5099579795187208	-0.01625864260650076	14134531.10846929	air
-5	1.800000000000001	0.2703332885316515	-5.903112241680198	5.909298962208881	-0.4797133552571886	0.3187974960440598	-0.1148274962017304	0.5231311538842043	0.09276178327349224	-0.5079994026727625	-0.01598108554259737	13894152.61430427	air
-5	1.9	0.2886727298887069	-5.841557252213224	5.848685585314559	-0.6719315640184909	0.1990778413360067	-0.03255477229267001	0.6933130851629166	-0.0006493343927984893	-0.6826422242279268	-0.01579319887024561	13610581.81619241	air
-5	2	0.324033596555789	-5.769249977896724	5.778342589286154	-0.7872146822615334	0.3595463649088276	-0.05475607850371489	0.7242162293820353	0.01052507687157649	-0.7029142528059349	-0.01544286344170673	13285157.70536222	air
-5	2.100000000000001	0.359988233046672	-5.69682835495852	5.708191029896552	-0.7872146822615306	0.3595463649088165	-0.0547560785037593	0.7242162293820353	0.005001226830234922	-0.7000997459847218	-0.01508744075948041	12964540.77064998	air
-5	2.2	0.3959428695375546	-5.624406732020315	5.638326156150695	-0.8256208567637313	0.3100327437669581	-0.01674371286601861	0.7732221482277701	-0.04127559019631426	-0.7495417052118537	-0.01473201807725411	12649126.3144853	air
-5	2.300000000000001	0.4331890418742786	-5.524245372221606	5.541203811313187	-1.021123106723867	0.5892192391185241	-0.09656765116328181	1.251762001776813	0.01644481288012326	-1.201868286128333	-0.01440982974665125	12217107.31793406	air
-5	2.4	0.4921109657861314	-5.39906917204392	5.421450094500731	-1.021123106723865	0.5892192391185186	-0.09656765116337063	1.251762001776857	0.003480535621930756	-1.193110380609842	-0.01391114979650304	11694753.4133589	air
-5	2.5	0.5476270190384517	-5.266591897103389	5.294986833091846	-1.31594932440805	0.7521060352932374	-0.3077246671574052	1.508389279615097	0.169974139923073	-1.422514806744444	-0.01348347643445129	11155522.31548034	air
-5	2.600000000000001	0.6228376225677783	-5.115752969141873	5.153528417052707	-1.31594932440805	0.7521060352932485	-0.3077246671573608	1.508389279615141	0.14642795575891	-1.406435826935283	-0.01285998689953939	10567432.69811805	air
-5	2.7	0.6935663842497156	-4.985076958919091	5.033093145939904	-1.713720018056458	0.9385456625588318	-0.5509246246727884	1.411544264778186	0.3095160393116022	-1.26874525943498	-0.01223138359624067	10079293.13606316	air
-5	2.800000000000001	0.7846394585418053	-4.843267298772433	4.906413884626856	-1.786831913795361	0.7361218508422307	-0.5337017183229875	1.459229067872769	0.2410806104256591	-1.322727011619463	-0.01145385802982068	9578301.462695958	air
-5	2.9	0.871946324149167	-4.668174086825379	4.748909316580514	-2.375797978242344	1.145300474914945	-0.02561377744756399	2.363108902202793	-0.4110414859023997	-2.112645774774496	-0.01066019089052228	8973211.275233131	air
-5	3	0.9315586850444948	-4.40802559615564	4.505384693901855	-3.432329411061557	0.1600646145268225	-0.6305321549255893	2.924018693916697	-0.09278106601255839	-2.827736260087972	-0.009757379140992241	8076513.045401787	air
-5	3.1	0.8733662471722912	-4.139835176696806	4.230957798408782	-2.460793428755881	-0.8743789715875472	-0.8981372202883087	1.901529367177002	0.3708300131713773	-2.041067686383196	-0.00884769793320812	7122583.139264255	air
-5	3.200000000000001	0.769461740353808	-3.962520641055831	4.03653826944101	-1.552904846436465	-0.9735529380120955	-0.4034397046771332	1.74124360248733	0.1000206772516626	-1.894897296497337	-0.008038854488765337	6483033.845127734	air
-5	3.300000000000001	0.6360785388677707	-3.808760788093691	3.861509374393417	-1.671004759188172	-1.21441808480261	-0.3599398513041807	1.596343507292364	0.07977049805881195	-1.774579619384034	-0.007350359397459864	5932999.712538178	air
-5	3.4	0.5535923173068882	-3.635890016206739	3.677792906585831	-1.476696276297707	-0.6949835304214336	-0.2840854376726654	1.745063916295608	0.0585720018775175	-1.829792537243534	-0.006788676405173199	5381888.326720668	air
-5	3.5	0.4831738273488772	-3.488553389509721	3.521854866245162	-1.179707036524477	-0.3887072665183455	-0.2465875131720141	1.288787040013562	0.08240831945709887	-1.329928617834036	-0.006246176551630375	4935180.602075235	air
-5	3.6	0.4106418501151101	-3.390941154033954	3.415714952859369	-0.9027048167926571	-0.9482481950459809	0.004508329906283137	0.7565545185790334	-0.1130000198545921	-0.8650669878142026	-0.005778912751604537	4642195.028791952	air
-5	3.700000000000001	0.3191772296859422	-3.323529846290935	3.338820861192862	-0.9489375395857286	-0.8715862859728918	-0.03614483724485584	0.6671091052146139	-0.05473513472419988	-0.747373884926184	-0.005410801314066393	4435538.742745064	air
-5	3.800000000000001	0.241075044130543	-3.242836361093139	3.251784870149059	-1.028511444466935	-0.5989883370265903	0.01541006541363466	0.9056131450918104	-0.0916176113151473	-0.9475277420885371	-0.005182689575349209	4207302.635833316	air
-5	3.9	0.1811762104278832	-3.152275046583957	3.157477282347554	-1.028511444466934	-0.5989883370265875	0.01541006541367906	0.9056131450918104	-0.074400715999874	-0.9384910455859711	-0.004951855593693098	3966802.784389033	air
-5	4	0.1247049331972287	-3.052219946623594	3.054766426902499	-0.9599603150269254	-0.5019672652589	0.2052857744391456	1.174346059379094	-0.2443031702477446	-1.19385895721493	-0.004822790320802312	3712924.840951195	air
-5	4.1	0.08675913952710707	-2.921941861899214	2.923229616812632	-1.001254302763127	-0.3588109428331009	0.1619945033375814	1.324426482792696	-0.191639575363231	-1.334492264752895	-0.004732997509995516	3400055.455489325	air
-5	4.200000000000001	0.0508780452437957	-2.789499213619938	2.789963160737805	-1.001254302763128	-0.3588109428331002	0.1619945033375592	1.324426482792696	-0.1802265379211779	-1.330749553929322	-0.004618425593754471	3097113.19089208	air
-5	4.300000000000001	0.00657366024207981	-2.64427569847075	2.64428386950644	-1.588679628294716	0.0087697999127518	0.2184882143490219	1.512145101392592	-0.2224369790619703	-1.51211862712581	-0.004737655182131868	2782122.777177268	air
-5	4.4	0.01083676999009967	-2.492753260206563	2.492776815491967	-1.588679628294716	0.04263109748019779	0.2184882143490219	1.515224382641822	-0.2253925665800675	-1.515024735831282	-0.004684660951414495	2472446.676351329	air
-5	4.5	0.03520518102761344	-2.356269931854765	2.356532918618801	-1.223303951806934	0.4634996832357021	-0.05481905316679914	1.200407468003006	0.03653751191601604	-1.193349097887032	-0.004706416659241328	2209566.93342648	air
-5	4.600000000000001	0.08945439099008319	-2.224230184688451	2.226028302278888	-1.64868125135788	0.09172224992823122	0.0704043294196044	1.639475548575597	-0.1366007842728337	-1.634465312264075	-0.004653203193257624	1971612.231810386	air
-5	4.700000000000001	0.1705006680835923	-1.97298033130814	1.980333776297756	-2.228605893546272	1.35217495695255	-0.59534843394492	3.134383445321265	0.4012616288297262	-3.006326623383934	-0.004512230562641572	1560403.550832931	air
-5	4.800000000000001	0.3107921700741174	-1.668938688227777	1.697630147600717	-2.981159613345072	2.090264028121807	-0.7188351808386728	3.07591485923765	0.1609130107509668	-2.641255884437307	-0.004469131481143111	1146690.721802254	air
-5	4.9	0.7115135106833276	-1.417649934243116	1.586184986672244	-1.547562294936888	5.932910224712634	0.462033121383798	1.974135282141121	-1.107129824311245	0.8969401687660145	-0.003986807023149896	1001077.753138005	air
-5	5	1.511299478098625	-1.182185495358527	1.918746637244548	62.64081936635066	-66.0188997373273	8.083119934948503	3.933410771469548	44.35879590331169	-54.42320932426338	-0.002865994108079604	1464857.583354431	air
-5	5.100000000000001	0.271536032039625	-0.8390200937760166	0.881865372069762	-3.114302827710655	0.3056139334675051	-0.8860061925042573	2.743149850404675	-0.1159683064153601	-2.515772497894274	-0.00265944918406438	309431.6403365914	air
-5	5.200000000000001	0.2367382894294731	-0.681063595212465	0.7210358093782314	-0.9411915339460758	-0.1992087960889039	-0.2263154219047048	1.322989943330633	-0.09525307617755785	-1.315053461322187	-0.00240087737346772	206858.7081983947	air
-5	5.300000000000001	0.210509543325886	-0.6081622865818273	0.6435647866778524	-0.4248291923357045	-0.3371642902138788	-0.3023104583403158	0.6084488807428456	0.1467190596601391	-0.6852642849152635	-0.002196721840053744	164795.2489076062	air
-5	5.4	0.1807057123402853	-0.5554240566880749	0.5840808481882005	-0.4376534296716944	-0.1906827078569873	-0.2757394414461989	0.3049482126320724	0.1268075209445901	-0.34898084490604	-0.001995623044430734	135739.4460539093	air
-5	5.5	0.1616374415545858	-0.5249292354248669	0.5492516406129776	-0.4376534296716944	-0.190682707856972	-0.2757394414461989	0.3049482126320169	0.1347333499678252	-0.3475596302903339	-0.001832851036065915	120033.6095337387	air
-5	5.600000000000001	0.1457397676559858	-0.489185800610231	0.5104339598763913	-0.2823852003380881	-0.1251822680270368	-0.01870804905544365	0.413377794935893	-0.06269771223581844	-0.4319120582817501	-0.001681985912488062	103666.697167669	air
-5	5.700000000000001	0.1337341041770669	-0.4592641886306862	0.4783392160158365	-0.2809533553229424	-0.1162224988418198	-0.05059909897785209	0.2138195722566405	-0.02996762688943584	-0.2377864501284621	-0.001571797110138526	91039.97192204143	air
-5	5.800000000000001	0.1221118542928844	-0.4378822314050217	0.4545900939737773	-0.2787047459089032	-0.1162224988418371	-0.05257889699754048	0.2138195722566988	-0.0242191563938932	-0.237180567045483	-0.001482542062632147	82224.27934082778	air
-5	5.9	0.1091356654636646	-0.4153081926977335	0.4294083003367013	-0.1619741988096612	-0.1412100820607193	-0.1553548190923237	0.2358199994804078	0.1090872419847269	-0.2639656335780802	-0.001380380678108707	73367.04210655567	air
-5	6	0.09501465725759267	-0.3917261927496939	0.403084600524441	-0.1619741988096606	-0.1412100820607193	-0.155354819092321	0.2358199994803967	0.112796739852438	-0.2624607786587758	-0.001267306375572627	64647.62188148854	air
-5	6.100000000000001	0.08256580845404281	-0.3741364928398866	0.3831386537537034	-0.1726375166392569	-0.1048455528535601	-0.1042400356485784	0.1301834595307944	0.06458770207026177	-0.1497187512843723	-0.001139119477588445	58407.96539633416	air
-5	6.200000000000001	0.07662062795433289	-0.3569412855305105	0.3650723242650553	-0.1254236466358492	-0.05501689378641927	-0.06079665447607519	0.1760328133120714	0.03311890996783715	-0.1836589715863962	-0.00105540535036836	53029.55245964081	air
-5	6.300000000000001	0.07111893857569089	-0.3393380041993029	0.3467105197684359	-0.1254236466358492	-0.0550168937864276	-0.06079665447607796	0.1760328133121103	0.0337763583830516	-0.1835749508704022	-0.0009766840603837733	47829.31691539525	air
-5	6.4	0.06561724919704881	-0.3217347228680951	0.3283578159435185	-0.1254236466358492	-0.05501689378641927	-0.06079665447607796	0.1760328133120742	0.03450638161331338	-0.1834764476769616	-0.0008979627703991845	42899.75944525963	air
-5	6.5	0.06275975726547642	-0.3085499601099832	0.3148680120556766	-0.1284078149311311	-0.0120469755952958	-0.05581003630480419	0.1042290295885956	0.02909581421022877	-0.1045388128540251	-0.0008487678075920002	39447.29471157234	air
-5	6.600000000000001	0.06155505970594685	-0.2981270571511238	0.3044154522703998	-0.1284078149311321	-0.01204697559529372	-0.05581003630480419	0.1042290295885789	0.02869214129279578	-0.1045119290946664	-0.0008180287083739699	36871.73107687218	air
-5	6.700000000000001	0.06035036214641733	-0.2877041541922648	0.2939657234282429	-0.1284078149311314	-0.01204697559529441	-0.05581003630480419	0.1042290295885762	0.02825948909998408	-0.1044821273100034	-0.00078728960915594	34383.77285003264	air
-5	6.800000000000001	0.0591456645868878	-0.2772812512334056	0.2835191385515053	-0.1284078149311311	-0.01204697559529476	-0.05581003630480419	0.10422902958859	0.02779463561432374	-0.1044489704233281	-0.0007565505099379104	31983.42003105358	air
-5	6.9	0.0574265870235022	-0.2670240501891631	0.2731293764438249	-0.07484969169115445	-0.05201353066699756	-0.03855687036209698	0.09135423926548147	0.02195754052971567	-0.100248237199407	-0.0007183460022879862	29682.26012344011	air
